data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7172760,275,PSE7360,7360,7/31/2020,2020,1,Protests,Protest with intervention,Protesters (Palestine),,6,Military Forces of Israel (2009-),,8,68,Middle East,Palestine,West Bank,Qalqilya,,Kafr Qaddum,32.2216,35.1447,1,Palestine News and Information Agency,National,"On 31 July 2020, Israeli military forces fired tear gas and rubber bullets to disperse a Palestinian peaceful protest against the Israeli occupation, in Kafr Qaddum. [size= no report]",0,1596472881,PSE
7172759,275,PSE7359,7359,7/28/2020,2020,1,Protests,Peaceful protest,Protesters (Palestine),,6,,,0,60,Middle East,Palestine,West Bank,Tulkarm,,Tulkarm,32.3104,35.0286,1,Palestine News and Information Agency,National,"On 28 July 2020, a protest was held in Tulkarm city, in solidarity with Palestinian prisoners in Israeli prisons, and to demand better medical care for the sick prisoners including coronavirus. [size=no report]",0,1596472881,PSE
7172758,275,PSE7358,7358,7/27/2020,2020,1,Protests,Peaceful protest,Protesters (Palestine),,6,,,0,60,Middle East,Palestine,West Bank,Al Quds,,Al Quds,31.7834,35.2339,1,Palestine News and Information Agency,National,"On 27 July 2020, tens protested in Al Quds, demanding that Israel return the body of a Palestinian who was shot and killed last month by Israeli soldiers at a military checkpoint. [size=tens]",0,1596472881,PSE
7172413,275,PSE7361,7361,7/26/2020,2020,1,Riots,Mob violence,Rioters (Palestine),,5,Police Forces of Israel (2009-),,8,58,Middle East,Palestine,West Bank,Al Quds,,Isawiya,31.8031,35.287,1,Twitter; Liveuamap,Local partner-New media,"On 26 July 2020, Palestinian rioters clashed with Israeli police forces in Isawiya, the rioters threw Molotov cocktails at the police vehicles. [size=no report]",0,1596472880,PSE
7168904,275,PSE7357,7357,7/25/2020,2020,1,Strategic developments,Looting/property destruction,Settlers (Israel),,3,Civilians (Palestine),Farmers (Palestine),7,37,Middle East,Palestine,West Bank,Nablus,,Huwwarah,32.1522,35.2567,1,Palestine News and Information Agency,National,"Property destruction: On 25 July 2020, Israeli settlers burnt down Palestinian farm lands, planted with olive trees, in Huwwarah.",0,1595869898,PSE
7168903,275,PSE7356,7356,7/23/2020,2020,1,Strategic developments,Looting/property destruction,Settlers (Israel),,3,Civilians (Palestine),,7,37,Middle East,Palestine,West Bank,Nablus,,Jammain,32.1316,35.204,1,Palestine News and Information Agency,National,"Property destruction: On 23 July 2020, Israeli settlers burnt down working equipment belonging to Palestinian workers, including a bulldozer, in Jammain village.",0,1595869898,PSE
7168763,275,PSE7355,7355,7/22/2020,2020,1,Riots,Mob violence,Rioters (Israel),Settlers (Israel),5,Civilians (Palestine),,7,57,Middle East,Palestine,West Bank,Nablus,,Homesh,32.3,35.1833,1,Ma'an News Agency,National,"On 22 July 2020, Israeli settlers closed a main highway, used by Palestinians, and threw rocks at Palestinian vehicles, causing heavy damage, in Homesh. [size=no report]",0,1595869896,PSE
7168768,275,PSE7352,7352,7/21/2020,2020,1,Strategic developments,Looting/property destruction,Military Forces of Israel (2009-),,8,Civilians (Palestine),Farmers (Palestine),7,78,Middle East,Palestine,West Bank,Bethlehem,,Bethlehem,31.7049,35.2038,2,MENA (Africa),International,"Land seizure: On 21 July 2020, Israeli military forces confiscated 700 dunams of Palestinian farm lands, east of Bethlehem city.",0,1595869896,PSE
7168901,275,PSE7348,7348,7/21/2020,2020,1,Strategic developments,Looting/property destruction,Military Forces of Israel (2009-),,8,Civilians (Palestine),Farmers (Palestine),7,78,Middle East,Palestine,West Bank,Salfit,,Dayr Istiya,32.131,35.1396,1,Palestine News and Information Agency,National,"Property destruction: On 21 July 2020, Israeli military forces cut down 220 olive trees belonging to Palestinian farmers, in Dayr Istiya.",0,1595869898,PSE
7168902,275,PSE7349,7349,7/21/2020,2020,1,Protests,Peaceful protest,Protesters (Palestine),,6,,,0,60,Middle East,Palestine,West Bank,Tulkarm,,Tulkarm,32.3104,35.0286,1,Palestine News and Information Agency,National,"On 21 July 2020, a protest was held in Tulkarm, in solidarity with sick Palestinian prisoners in Israeli prisons. [size=no report]",0,1595869898,PSE
7168416,275,PSE7353,7353,7/21/2020,2020,1,Protests,Peaceful protest,Protesters (Palestine),,6,,,0,60,Middle East,Palestine,West Bank,Ramallah,,Ofer Prison,31.8721,35.1763,1,Twitter; Liveuamap,Local partner-New media,"On 21 July 2020, a protest was held in front of Ofer prison, in solidarity with Palestinian prisoners in Israeli prisons. [size=no report]",0,1595869894,PSE
7168417,275,PSE7354,7354,7/21/2020,2020,1,Riots,Mob violence,Rioters (Palestine),,5,Police Forces of Israel (2009-),,8,58,Middle East,Palestine,West Bank,Al Quds,,Al Quds,31.7834,35.2339,1,Liveuamap; Twitter,Local partner-New media,"On 21 July 2020, Palestinian rioters clashed with Israeli police forces, in Ras Kubsa area of East Jerusalem. [size=no report]",0,1595869894,PSE
7168764,275,PSE7350,7350,7/21/2020,2020,1,Strategic developments,Looting/property destruction,Military Forces of Israel (2009-),,8,Civilians (Palestine),Health Workers (Palestine),7,78,Middle East,Palestine,West Bank,Hebron,,Hebron,31.5294,35.0938,1,Ma'an News Agency,National,"Property destruction: On 21 July 2020, Israeli military forces demolished a Palestinian coronavirus testing centre, in Hebron city.",0,1595869896,PSE
7168765,275,PSE7351,7351,7/21/2020,2020,1,Strategic developments,Looting/property destruction,Military Forces of Israel (2009-),,8,Civilians (Palestine),,7,78,Middle East,Palestine,West Bank,Salfit,,Qarawat Bani Hassan,32.128,35.099,1,Ma'an News Agency,National,"Property destruction: On 21 July 2020, Israeli military forces demolished a Palestinian's house, in Qarawat Bani Hassan, claiming he didn't have a permit to build it.",0,1595869896,PSE
7168900,275,PSE7346,7346,7/20/2020,2020,1,Riots,Mob violence,Rioters (Palestine),Refugees/IDPs (Palestine),5,Military Forces of Israel (2009-),,8,58,Middle East,Palestine,West Bank,Jenin,,Jenin,32.4594,35.3009,1,Palestine News and Information Agency,National,"On 20 July 2020, Palestinians clashed with Israeli military forces after they entered the Jenin refugee camp to make arrests, as a result 1 Palestinian was injured from live fire. [size=no report]",0,1595869898,PSE
7168415,275,PSE7347,7347,7/20/2020,2020,1,Strategic developments,Looting/property destruction,Military Forces of Israel (2009-),,8,Civilians (Palestine),,7,78,Middle East,Palestine,West Bank,Bethlehem,,Bethlehem,31.7049,35.2038,1,Ma'an News Agency; MENA (Africa),National-International,"Looting: On 20 July 2020, Israeli military forces stole an ancient Palestinian artifact dating back to 1600 years ago, in Bethlehem city.",0,1595869894,PSE
7168896,275,PSE7341,7341,7/19/2020,2020,1,Strategic developments,Looting/property destruction,Settlers (Israel),,3,Civilians (Palestine),Farmers (Palestine),7,37,Middle East,Palestine,West Bank,Nablus,,Nablus,32.2211,35.2544,2,Palestine News and Information Agency,National,"Property destruction: On 19 July 2020, Israeli settlers set fire to a large area of Palestinian farm lands, in Nablus district.",0,1595869898,PSE
7168897,275,PSE7342,7342,7/19/2020,2020,1,Riots,Mob violence,Rioters (Palestine),Refugees/IDPs (Palestine),5,Military Forces of Israel (2009-),,8,58,Middle East,Palestine,West Bank,Nablus,,Balata,32.2121,35.2856,1,Palestine News and Information Agency,National,"On 19 July 2020, Palestinians clashed with Israeli military forces after they entered the Balata refugee camp to make arrests, as a result 2 Palestinians were injured from live fire. [size=no report]",0,1595869898,PSE
7168898,275,PSE7343,7343,7/19/2020,2020,1,Strategic developments,Looting/property destruction,Settlers (Israel),,3,Civilians (Palestine),Farmers (Palestine),7,37,Middle East,Palestine,West Bank,Nablus,,Burin,32.1845,35.2502,1,Palestine News and Information Agency,National,"Property destruction: On 19 July 2020, Israeli settlers set fire to and destroyed hundreds of olive trees belonging to Palestinian farmers, in Burin.",0,1595869898,PSE
7168899,275,PSE7344,7344,7/19/2020,2020,1,Protests,Peaceful protest,Protesters (Palestine),,6,,,0,60,Middle East,Palestine,West Bank,Bethlehem,,Bethlehem,31.7049,35.2038,1,Palestine News and Information Agency,National,"On 19 July 2020, a protest was held in Bethlehem, in solidarity with sick Palestinian prisoners in Israeli prisons. [size=no report]",0,1595869898,PSE
7168414,275,PSE7345,7345,7/19/2020,2020,1,Strategic developments,Arrests,Military Forces of Israel (2009-),,8,Police Forces of Palestine (1994-) West Bank,,1,18,Middle East,Palestine,West Bank,Al Quds,,Qatanah,31.8337,35.1189,1,Twitter; Liveuamap,Local partner-New media,"Arrests: On 19 July 2020, Israeli military forces arrested Palestinian intelligence chief in Qatanah area of Jerusalem.",0,1595869894,PSE
7162369,275,PSE7338,7338,7/17/2020,2020,1,Riots,Mob violence,Rioters (Palestine),,5,Police Forces of Israel (2009-),,8,58,Middle East,Palestine,West Bank,Al Quds,,Isawiya,31.8031,35.287,1,Twitter; Liveuamap,Local partner-New media,"On 17 July 2020, Palestinian rioters clashed with Israeli police forces, in Isawiya. [size=no report]",0,1595257555,PSE
7162370,275,PSE7339,7339,7/17/2020,2020,1,Protests,Peaceful protest,Protesters (Palestine),,6,,,0,60,Middle East,Palestine,West Bank,Salfit,,Kifil Haris,32.1183,35.1572,1,Liveuamap; Twitter,Local partner-New media,"On 17 July 2020, a protest was held in Kifil Haris village, a reason for the protest was not given. [size=no report]",0,1595257555,PSE
7162371,275,PSE7340,7340,7/17/2020,2020,1,Riots,Mob violence,Rioters (Palestine),,5,Military Forces of Israel (2009-),,8,58,Middle East,Palestine,West Bank,Qalqilya,,Qalqilyah,32.1897,34.9706,1,Liveuamap; Twitter,Local partner-New media,"On 17 July 2020, Palestinian rioters clashed with Israeli military forces, in Qalqilyah city. [size=no report]",0,1595257555,PSE
7162664,275,PSE7334,7334,7/17/2020,2020,1,Protests,Peaceful protest,Protesters (Palestine),Journalists (Palestine),6,,,0,60,Middle East,Palestine,West Bank,Jenin,,Yabad,32.4457,35.1682,1,Palestine News and Information Agency,National,"On 17 July 2020, tens protested in Yabad, in solidarity with the head of the journalist's union, after being harassed by Israeli authorities. [size=tens]",0,1595257556,PSE
7162619,275,PSE7335,7335,7/17/2020,2020,1,Protests,Peaceful protest,Protesters (Palestine),PIJ: Palestinian Islamic Jihad,6,,,0,60,Middle East,Palestine,Gaza Strip,Gaza,,Gaza,31.5,34.4667,1,Ma'an News Agency,National,"On 17 July 2020, a protest was held in Gaza city, by the Islamic Jihad, in solidarity with citizens of Jerusalem and against Judaization and attacks against religious site in the Old City of Jerusalem. [size=no report]",0,1595257556,PSE
7162662,275,PSE7331,7331,7/16/2020,2020,1,Strategic developments,Looting/property destruction,Military Forces of Israel (2009-),,8,Civilians (Palestine),,7,78,Middle East,Palestine,West Bank,Hebron,,Hebron,31.5294,35.0938,2,Palestine News and Information Agency,National,"Property destruction: On 16 July 2020, Israeli military forces demolished 2 houses belonging to a Palestinians in Lasifer village of Hebron district, claiming they didn't have a permit to build them.",0,1595257556,PSE
7162663,275,PSE7332,7332,7/16/2020,2020,1,Protests,Peaceful protest,Protesters (Palestine),,6,,,0,60,Middle East,Palestine,West Bank,Jenin,,Jenin,32.4594,35.3009,1,Palestine News and Information Agency,National,"On 16 July 2020, tens protested in Jenin city, in solidarity with a Palestinian prisoner, in Israel, who is not receiving proper medical care after revealing he has Coronavirus and cancer. [size=tens]",0,1595257556,PSE
7162368,275,PSE7337,7337,7/15/2020,2020,1,Riots,Mob violence,Rioters (Palestine),,5,Police Forces of Israel (2009-),,8,58,Middle East,Palestine,West Bank,Al Quds,,Isawiya,31.8031,35.287,1,Twitter; Liveuamap,Local partner-New media,"On 15 July 2020, Palestinian rioters clashed with Israeli police forces, in Isawiya. [size=no report]",0,1595257555,PSE
7162659,275,PSE7328,7328,7/15/2020,2020,1,Protests,Peaceful protest,Protesters (Palestine),,6,,,0,60,Middle East,Palestine,West Bank,Jenin,,Jenin,32.4594,35.3009,1,Palestine News and Information Agency,National,"On 15 July 2020, tens protested in Jenin city, in solidarity with a Palestinian prisoner, in Israel, who is not receiving proper medical care after revealing he has Coronavirus and cancer. [size=tens]",0,1595257556,PSE
7162660,275,PSE7329,7329,7/15/2020,2020,1,Strategic developments,Looting/property destruction,Military Forces of Israel (2009-),,8,Civilians (Palestine),,7,78,Middle East,Palestine,West Bank,Al Quds,,Al Quds-Jabal al Mukabbir,31.75,35.2469,1,Palestine News and Information Agency,National,"Property destruction: On 15 July 2020, Israeli military forces demolished a house belonging to a Palestinian in Jabal al Mukabbir of Al quds, claiming he didn't have a permit to build it.",0,1595257556,PSE
7162661,275,PSE7330,7330,7/15/2020,2020,1,Protests,Peaceful protest,Protesters (Palestine),,6,,,0,60,Middle East,Palestine,West Bank,Hebron,,Hebron,31.5294,35.0938,1,Palestine News and Information Agency,National,"On 15 July 2020, a protest was held in Jenin city, in solidarity with a Palestinian prisoner, in Israel, who is not receiving proper medical care after revealing he has Coronavirus and cancer. [size=no report]",0,1595257556,PSE
7162641,275,PSE7333,7333,7/14/2020,2020,1,Protests,Peaceful protest,Protesters (Israel),Haredi Jewish Group (Israel),6,,,0,60,Middle East,Palestine,West Bank,Bethlehem,,Baytar Illit,31.7,35.1167,1,N12,Regional,"On 14 July 2020, Haredi Jewish citizens of Israel protested in Baytar Illit, against the government's decision to lockdown the city due to the rise in coronavirus cases. [size=no report]",0,1595257556,PSE
7162658,275,PSE7327,7327,7/14/2020,2020,1,Protests,Peaceful protest,Protesters (Palestine),,6,,,0,60,Middle East,Palestine,West Bank,Tulkarm,,Tulkarm,32.3104,35.0286,1,Palestine News and Information Agency,National,"On 14 July 2020, a protest was held in front of the Red Cross building in Tulkarm city, the protesters demanded that the Red Cross intervene in the case of a Palestinian prisoner who is not receiving proper medical care after revealing he has Coronavirus and cancer. [size=no report]",0,1595257556,PSE
7162657,275,PSE7326,7326,7/13/2020,2020,1,Strategic developments,Looting/property destruction,Settlers (Israel),,3,Civilians (Palestine),Farmers (Palestine),7,37,Middle East,Palestine,West Bank,Hebron,,Siir,31.585,35.1437,1,Palestine News and Information Agency,National,"Property destruction: On 13 July 2020, Israeli settlers cut down 70 olive trees belonging to Palestinian farmers, in Siir village.",0,1595257556,PSE
7162367,275,PSE7336,7336,7/13/2020,2020,1,Riots,Mob violence,Rioters (Palestine),,5,Police Forces of Israel (2009-),,8,58,Middle East,Palestine,West Bank,Al Quds,,Isawiya,31.8031,35.287,1,Liveuamap; Twitter,Local partner-New media,"On 13 July 2020, Palestinian rioters clashed with Israeli police forces, in Isawiya. [size=no report]",0,1595257555,PSE
7162656,275,PSE7325,7325,7/12/2020,2020,1,Strategic developments,Looting/property destruction,Settlers (Israel),,3,Civilians (Palestine),Farmers (Palestine),7,37,Middle East,Palestine,West Bank,Nablus,,As Sawiyah,32.0854,35.2578,1,Palestine News and Information Agency,National,"Property destruction: On 12 July 2020, Israeli settlers set fire to Palestinian farm lands, in As Sawiyah village.",0,1595257556,PSE
7156993,275,PSE7323,7323,7/10/2020,2020,1,Riots,Mob violence,Rioters (Palestine),,5,Military Forces of Israel (2009-),,8,58,Middle East,Palestine,West Bank,Nablus,,Asirah ash Shamaliyah,32.2512,35.2672,1,Ma'an News Agency,National,"On 10 July 2020, Palestinian rioters clashed with Israeli military forces in Asirah ash Shamaliyah village. The military forces fired tear gas and rubber bullets to disperse the rioters, injuring tens of Palestinian from tear gas inhalation. [size=at least tens]",0,1594661936,PSE
7156984,275,PSE7324,7324,7/10/2020,2020,1,Riots,Mob violence,Rioters (Israel),Settlers (Israel),5,Military Forces of Israel (2009-),,8,58,Middle East,Palestine,West Bank,Nablus,,Yitzhar,32.1667,35.2333,1,Jerusalem Post,Regional,"On 10 July 2020, Israeli settlers clashed with Israeli soldiers after soldiers arrived to evacuate nearly 30 settlers located in a closed military area. The settlers were trying to build makeshift houses in a closed military area, in Yitzhar. [size=nearly 30]",0,1594661936,PSE
7157022,275,PSE7320,7320,7/9/2020,2020,1,Riots,Mob violence,Rioters (Palestine),,5,Military Forces of Israel (2009-),,8,58,Middle East,Palestine,West Bank,Hebron,,Hebron-Bab az Zawiyah,31.5278,35.1014,1,Palestine News and Information Agency,National,"On 9 July 2020, Palestinian rioters clashed with Israeli military forces in Bab az Zawiyah of Hebron city. The military forces fired tear gas and rubber bullets to disperse the rioters, injuring tens of Palestinian from tear gas inhalation. [size=at least tens]",0,1594661936,PSE
7157023,275,PSE7321,7321,7/9/2020,2020,1,Violence against civilians,Attack,Military Forces of Israel (2009-),,8,Civilians (Palestine),,7,78,Middle East,Palestine,West Bank,Salfit,,Kifil Haris,32.1183,35.1572,1,Palestine News and Information Agency,National,"On 9 July 2020, Israeli military forces shot and killed 1 Palestinian, and injured 1, in Kifil Haris village. The reason for the shooting was not reported.",1,1594661936,PSE
7157024,275,PSE7319,7319,7/9/2020,2020,1,Protests,Peaceful protest,Protesters (Palestine),,6,,,0,60,Middle East,Palestine,West Bank,Nablus,,Nablus,32.2211,35.2544,1,Palestine News and Information Agency,National,"On 9 July 2020, a protest was held in front of the Red Cross building in Nablus, after a Palestinian prisoner recently died after he was denied adequate medical care. [size=no report]",0,1594661936,PSE
7156992,275,PSE7315,7315,7/8/2020,2020,1,Strategic developments,Looting/property destruction,Military Forces of Israel (2009-),,8,Civilians (Palestine),Farmers (Palestine),7,78,Middle East,Palestine,West Bank,Salfit,,Yasuf,32.1084,35.2378,1,Ma'an News Agency,National,"Property destruction: On 8 July 2020, Israeli military forces cut down 200 olive trees, belonging to Palestinian farmers, in Yasuf.",0,1594661936,PSE
7156991,275,PSE7314,7314,7/8/2020,2020,1,Strategic developments,Looting/property destruction,Settlers (Israel),,3,Civilians (Palestine),Farmers (Palestine),7,37,Middle East,Palestine,West Bank,Nablus,,Burin,32.1845,35.2502,1,Ma'an News Agency,National,"Property destruction: On 8 July 2020, Israeli settlers cut down tens of olive trees, belonging to Palestinian farmers, in Burin.",0,1594661936,PSE
7156995,275,PSE7322,7322,7/7/2020,2020,1,Riots,Mob violence,Rioters (Israel),Settlers (Israel),5,Civilians (Palestine),,7,57,Middle East,Palestine,West Bank,Nablus,,Duma,32.0563,35.3671,1,MENA (Africa),International,"On 7 July 2020, a group of settlers threw stones at Palestinian cars in Duma village. [size=no report]",0,1594661936,PSE
7157021,275,PSE7318,7318,7/7/2020,2020,1,Protests,Peaceful protest,Protesters (Palestine),,6,,,0,60,Middle East,Palestine,West Bank,Jenin,,Jenin,32.4594,35.3009,1,Palestine News and Information Agency,National,"On 7 July 2020, a protest was held in Jenin, in solidarity with a Palestinian prisoner who started a hunger strike 6 days ago. [size=no report]",0,1594661936,PSE
7156989,275,PSE7312,7312,7/6/2020,2020,1,Protests,Peaceful protest,Protesters (Palestine),Fatah Movement,6,,,0,60,Middle East,Palestine,West Bank,Salfit,,Biddya,32.1146,35.0802,1,Ma'an News Agency,National,"On 6 July 2020, a protest was held in Biddya village, against the rise in attacks by settlers on the village. The protest was organised by Fatah movement [size=no report]",0,1594661936,PSE
7156990,275,PSE7313,7313,7/6/2020,2020,1,Protests,Peaceful protest,Protesters (Palestine),Women (Palestine),6,,,0,60,Middle East,Palestine,Gaza Strip,North Gaza,,Bayt Hanun,31.5353,34.5358,1,Ma'an News Agency,National,"On 6 July 2020, hundreds of women protested, at Erez crossing in Bayt Hanun, against the Israeli annexation plan of the Jordan valley. [size=hundreds]",0,1594661936,PSE
7157019,275,PSE7316,7316,7/5/2020,2020,1,Riots,Mob violence,Rioters (Palestine),,5,Military Forces of Israel (2009-),,8,58,Middle East,Palestine,West Bank,Hebron,,Hebron-Bab az Zawiyah,31.5278,35.1014,1,Palestine News and Information Agency,National,"On 5 July 2020, Palestinian rioters clashed with Israeli military forces in Bab az Zawiyah of Hebron city. The military forces fired tear gas and rubber bullets to disperse the rioters, injuring 1 Palestinian. [size=no report]",0,1594661936,PSE
7157020,275,PSE7317,7317,7/5/2020,2020,1,Violence against civilians,Attack,Settlers (Israel),,3,Civilians (Palestine),,7,37,Middle East,Palestine,West Bank,Salfit,,Biddya,32.1146,35.0802,1,Palestine News and Information Agency,National,"On 5 July 2020, Israeli settlers shot and injured 2 Palestinians, in Biddya village. The reason for the shooting was not reported.",0,1594661936,PSE
7156988,275,PSE7311,7311,7/5/2020,2020,1,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2009-),,8,Hamas Movement,,3,38,Middle East,Palestine,Gaza Strip,Gaza,,Az Zaytun,31.4964,34.4522,1,Ma'an News Agency,National,"On 5 July 2020, an airstrike by Israeli military forces hit a Hamas outpost in Az Zaytun area of Gaza city. Only material damage was done.",0,1594661936,PSE
7151995,275,PSE7308,7308,7/4/2020,2020,1,Riots,Mob violence,Rioters (Palestine),,5,Military Forces of Israel (2009-),,8,58,Middle East,Palestine,West Bank,Jenin,,Zububah,32.5435,35.2227,1,MENA (Africa),International,"On 4 July 2020, Palestinian rioters clashed with Israeli military forces in Zububah village, the Israeli soldiers fired tear gas and rubber bullets to disperse the rioters, injuring Dozens of rioters. [size=at least Dozens]",0,1594051736,PSE
7152032,275,PSE7305,7305,7/4/2020,2020,1,Riots,Mob violence,Rioters (Palestine),,5,Military Forces of Israel (2009-),,8,58,Middle East,Palestine,West Bank,Hebron,,Hebron-Bab az Zawiyah,31.5278,35.1014,1,Palestine News and Information Agency,National,"On 4 July 2020, Palestinian rioters clashed with Israeli military forces in Bab az Zawiyah of Hebron city, the Israeli soldiers fired tear gas and rubber bullets to disperse the rioters, injuring several rioters. [size=no report]",0,1594051736,PSE
7152033,275,PSE7306,7306,7/4/2020,2020,1,Riots,Mob violence,Rioters (Palestine),,5,Military Forces of Israel (2009-),,8,58,Middle East,Palestine,West Bank,Tulkarm,,Qaffin,32.4327,35.0827,1,Palestine News and Information Agency,National,"On 4 July 2020, Palestinian rioters clashed with Israeli military forces in Qaffin village, the Israeli soldiers fired tear gas and rubber bullets to disperse the rioters, injuring several rioters. [size=no report]",0,1594051736,PSE
7152034,275,PSE7307,7307,7/4/2020,2020,1,Strategic developments,Looting/property destruction,Settlers (Israel),,3,Civilians (Palestine),Farmers (Palestine),7,37,Middle East,Palestine,West Bank,Nablus,,Huwwarah,32.1522,35.2567,1,Palestine News and Information Agency,National,"Property destruction: On 4 July 2020, Israeli settlers burnt down tens of olive trees belonging to Palestinian farmers, in Huwwarah.",0,1594051736,PSE
7152031,275,PSE7304,7304,7/3/2020,2020,1,Riots,Mob violence,Rioters (Palestine),,5,Military Forces of Israel (2009-),,8,58,Middle East,Palestine,West Bank,Al Quds,,Abu Dis,31.7622,35.2617,1,Palestine News and Information Agency,National,"On 3 July 2020, Palestinian rioters clashed with Israeli military forces in Abu Dis, the Israeli soldiers fired tear gas and rubber bullets to disperse the rioters, injuring 23. [size=at least 23]",0,1594051736,PSE
7151790,275,PSE7310,7310,7/3/2020,2020,1,Riots,Mob violence,Rioters (Palestine),Refugees/IDPs (Palestine),5,Military Forces of Israel (2009-),,8,58,Middle East,Palestine,West Bank,Al Quds,,Shufat,31.8165,35.2275,1,Twitter; Liveuamap,Local partner-New media,"On 3 July 2020, Palestinian rioters clashed with Israeli military forces in Shufat refugee camp. [size=no report]",0,1594051735,PSE
7152029,275,PSE7302,7302,7/1/2020,2020,1,Protests,Peaceful protest,Protesters (Palestine),,6,,,0,60,Middle East,Palestine,Gaza Strip,Gaza,,Gaza,31.5,34.4667,1,Palestine News and Information Agency,National,"On 1 July 2020, thousands protested in Gaza city, against the Israeli plan to annex the Jordan valley. [size=thousands]",0,1594051736,PSE
7152030,275,PSE7303,7303,7/1/2020,2020,1,Riots,Violent demonstration,Rioters (Palestine),,5,Military Forces of Israel (2009-),,8,58,Middle East,Palestine,West Bank,Ramallah,,Al Bireh,31.9053,35.215,1,Palestine News and Information Agency,National,"On 1 July 2020, Palestinian rioters blocked a street with burning tyres, in Al Bireh, in demonstration against the Israeli plan to annex the Jordan valley, the Israeli soldiers fired tear gas and rubber bullets at the demonstrators. [size=no report]",0,1594051736,PSE
7152028,275,PSE7301,7301,6/29/2020,2020,1,Protests,Peaceful protest,Protesters (Palestine),Fatah Movement,6,,,0,60,Middle East,Palestine,West Bank,Salfit,,Salfit,32.0837,35.1808,1,Palestine News and Information Agency,National,"On 29 June 2020, a protest was held in Salfit, in support of Palestinian political prisoners in Israeli prisons, the protest was organised by Fatah movement. [size=no report]",0,1594051736,PSE
7151789,275,PSE7309,7309,6/29/2020,2020,1,Riots,Mob violence,Rioters (Palestine),,5,Military Forces of Israel (2009-),,8,58,Middle East,Palestine,West Bank,Al Quds,,Isawiya,31.8031,35.287,1,Liveuamap; Twitter,Local partner-New media,"On 29 June 2020, Palestinian rioters clashed with Israeli military forces in Isawiya. [size=no report]",0,1594051735,PSE
7135072,275,PSE7295,7295,6/27/2020,2020,1,Strategic developments,Looting/property destruction,Settlers (Israel),,3,Civilians (Palestine),Farmers (Palestine),7,37,Middle East,Palestine,West Bank,Nablus,,Burin,32.1845,35.2502,1,Palestine News and Information Agency,National,"On 27 June 2020, Israeli settlers set fire to Palestinian farm lands, in Burin village of Nablus.",0,1593453336,PSE
7135073,275,PSE7296,7296,6/27/2020,2020,1,Riots,Mob violence,Rioters (Palestine),,5,Military Forces of Israel (2009-),,8,58,Middle East,Palestine,West Bank,Jenin,,Khirbat Atuf,32.263,35.4376,2,Palestine News and Information Agency,National,"On 27 June 2020, Israeli soldiers blocked Palestinians from Atouf at the Hamra and Tayasir checkpoints from reaching Bardala causing a clash to break out at the checkpoint. [size=no report]",0,1593453336,PSE
7135071,275,PSE7294,7294,6/26/2020,2020,1,Violence against civilians,Attack,Settlers (Israel),,3,Civilians (Palestine),,7,37,Middle East,Palestine,West Bank,Nablus,,Duma,32.0563,35.3671,2,Palestine News and Information Agency,National,"On 26 June 2020, Israeli settlers attacked and injured 1 Palestinian civilian, near Duma village, south of Nablus.",0,1593453336,PSE
7135070,275,PSE7292,7292,6/25/2020,2020,1,Strategic developments,Looting/property destruction,Police Forces of Israel (2009-),,8,Civilians (Palestine),,7,78,Middle East,Palestine,West Bank,Al Quds,,Anata,31.8092,35.259,1,Palestine News and Information Agency,National,"Property destruction: On 25 June 2020, Israeli police forces demolished 2 Palestinian civilian's homes in Anata of al Quds.",0,1593453336,PSE
7135026,275,PSE7293,7293,6/24/2020,2020,1,Protests,Protest with intervention,Protesters (Palestine),,6,Military Forces of Israel (2009-),,8,68,Middle East,Palestine,West Bank,Jericho,,Jericho,31.8667,35.45,1,MENA (Africa),International,"On 24 June 2020, Israeli soldiers prevented peaceful protesters from reaching a protest against the annexation of the Jordan valley area in Jericho city, the soldiers fired rubber bullets and tear gas to disperse the protesters. [size=no report]",0,1593453336,PSE
7135065,275,PSE7287,7287,6/24/2020,2020,1,Strategic developments,Looting/property destruction,Military Forces of Israel (2009-),,8,Civilians (Palestine),,7,78,Middle East,Palestine,West Bank,Ramallah,,Bayt Sira,31.5316,35.246,1,Palestine News and Information Agency,National,"Property destruction: On 24 June 2020, Israeli military forces demolished 2 Palestinian civilian's home in Bayt Sira village.",0,1593453336,PSE
7135066,275,PSE7288,7288,6/24/2020,2020,1,Riots,Mob violence,Rioters (Palestine),,5,Military Forces of Israel (2009-),,8,58,Middle East,Palestine,West Bank,Ramallah,,Bayt Sira,31.5316,35.246,1,Palestine News and Information Agency,National,"On 24 June 2020, after the Israeli military demolished 2 Palestinian houses, Palestinians rioted and clashed with Israeli soldiers, in Bayt Sira village. [size=no report]",0,1593453336,PSE
